date,urate,daten,vacancies,unemp,emp,st_unemp,mdate,qdate,st_unemp_adj,frate,srate,avg_frate,avg_srate,u_ss,frate_hp,frate_trend,srate_hp,srate_trend,avg_frate_hp,avg_srate_hp
9/1/61,6.7,1-Sep-61,,4676,65541,1859,1961m9,1961q3,1859,0.4093242,0.034741912,0.42041659,0.031399518,0.069496237,-0.006727535,0.41605175,0.001827773,0.032914139,0.42041659,0.031399518
10/1/61,6.5,1-Oct-61,,4573,65919,1811,1961m10,1961q4,1811,0.41898099,0.03143375,0.42041659,0.031399518,0.069496237,0.00217105,0.41680995,-0.001462201,0.032895952,0.42041659,0.031399518
11/1/61,6.1,1-Nov-61,,4295,66081,1638,1961m11,1961q4,1638,0.43119907,0.033452969,0.42041659,0.031399518,0.069496237,0.013566323,0.41763276,0.000577366,0.032875605,0.42041659,0.031399518
12/1/61,6,1-Dec-61,,4177,65900,1734,1961m12,1961q4,1734,0.43021306,0.032885782,0.42041659,0.031399518,0.069496237,0.011693812,0.41851926,3.25816E-05,0.032853201,0.42041659,0.031399518
1/1/62,5.8,1-Jan-62,,4081,66108,1701,1962m1,1962q1,1701,0.4199951,0.028798202,0.42041659,0.031399518,0.069496237,0.000526453,0.41946864,-0.004030654,0.032828856,0.42041659,0.031399518
2/1/62,5.5,1-Feb-62,,3871,66538,1504,1962m2,1962q1,1504,0.43167141,0.032984056,0.42041659,0.031399518,0.069496237,0.01119115,0.42048025,0.000181374,0.032802682,0.42041659,0.031399518
3/1/62,5.6,1-Mar-62,,3921,66493,1721,1962m3,1962q1,1721,0.4192808,0.030997055,0.42041659,0.031399518,0.069496237,-0.002272629,0.42155343,-0.001777694,0.03277475,0.42041659,0.031399518
4/1/62,5.6,1-Apr-62,,3906,66372,1629,1962m4,1962q2,1629,0.40604198,0.029169846,0.42041659,0.031399518,0.069496237,-0.016645607,0.42268759,-0.003575286,0.032745134,0.42041659,0.031399518
5/1/62,5.5,1-May-62,,3863,66688,1543,1962m5,1962q2,1543,0.41858658,0.030304955,0.42041659,0.031399518,0.069496237,-0.005295577,0.42388216,-0.002408932,0.032713886,0.42041659,0.031399518
6/1/62,5.5,1-Jun-62,,3844,66670,1598,1962m6,1962q2,1598,0.42065558,0.030238884,0.42041659,0.031399518,0.069496237,-0.004480822,0.42513639,-0.002442152,0.032681037,0.42041659,0.031399518
7/1/62,5.4,1-Jul-62,,3819,66483,1592,1962m7,1962q3,1592,0.40246138,0.032596059,0.42041659,0.031399518,0.069496237,-0.023988128,0.42644951,-5.05123E-05,0.03264657,0.42041659,0.031399518
8/1/62,5.7,1-Aug-62,,4013,66968,1731,1962m8,1962q3,1731,0.44879141,0.033673037,0.42041659,0.031399518,0.069496237,0.020970773,0.42782065,0.001062569,0.032610469,0.42041659,0.031399518
9/1/62,5.6,1-Sep-62,,3961,67192,1749,1962m9,1962q3,1749,0.45291594,0.031476166,0.42041659,0.031399518,0.069496237,0.023667224,0.42924872,-0.00109653,0.032572698,0.42041659,0.031399518
10/1/62,5.4,1-Oct-62,,3803,67114,1636,1962m10,1962q4,1636,0.42519063,0.034780387,0.42041659,0.031399518,0.069496237,-0.005542224,0.43073285,0.002247149,0.03253324,0.42041659,0.031399518
11/1/62,5.7,1-Nov-62,,4024,66847,1838,1962m11,1962q4,1838,0.45949304,0.033638164,0.42041659,0.031399518,0.069496237,0.027220624,0.4322724,0.001146101,0.032492064,0.42041659,0.031399518
12/1/62,5.5,1-Dec-62,,3907,66947,1732,1962m12,1962q4,1732,0.40005118,0.032302704,0.42041659,0.031399518,0.069496237,-0.033815544,0.43386671,-0.000146464,0.032449167,0.42041659,0.031399518
1/1/63,5.7,1-Jan-63,,4074,67072,1730,1963m1,1963q1,1730,0.41580757,0.034972485,0.42041659,0.031399518,0.069496237,-0.01970776,0.43551534,0.00256793,0.032404557,0.42041659,0.031399518
2/1/63,5.9,1-Feb-63,,4238,67024,1858,1963m2,1963q1,1858,0.44053799,0.032548364,0.42041659,0.031399518,0.069496237,0.003320484,0.4372175,0.000190136,0.032358229,0.42041659,0.031399518
3/1/63,5.7,1-Mar-63,,4072,67351,1701,1963m3,1963q1,1701,0.42583498,0.03238963,0.42041659,0.031399518,0.069496237,-0.013137291,0.43897226,7.94127E-05,0.032310218,0.42041659,0.031399518
4/1/63,5.7,1-Apr-63,,4055,67642,1717,1963m4,1963q2,1717,0.42120838,0.035021145,0.42041659,0.031399518,0.069496237,-0.019570339,0.44077873,0.002760593,0.032260552,0.42041659,0.031399518
5/1/63,5.9,1-May-63,,4217,67615,1870,1963m5,1963q2,1870,0.46454826,0.033115145,0.42041659,0.031399518,0.069496237,0.02191247,0.44263577,0.00090588,0.032209266,0.42041659,0.031399518
6/1/63,5.6,1-Jun-63,,3977,67649,1719,1963m6,1963q2,1719,0.40709078,0.031422053,0.42041659,0.031399518,0.069496237,-0.037451446,0.44454223,-0.000734363,0.032156415,0.42041659,0.031399518
7/1/63,5.6,1-Jul-63,,4051,67905,1693,1963m7,1963q3,1693,0.45667738,0.032004025,0.42041659,0.031399518,0.069496237,0.010180368,0.44649702,-9.80478E-05,0.032102074,0.42041659,0.031399518
8/1/63,5.4,1-Aug-63,,3878,67908,1677,1963m8,1963q3,1677,0.41670963,0.031529579,0.42041659,0.031399518,0.069496237,-0.031789094,0.44849873,-0.000516717,0.032046296,0.42041659,0.031399518
9/1/63,5.5,1-Sep-63,,3957,68174,1695,1963m9,1963q3,1695,0.43164012,0.032509871,0.42041659,0.031399518,0.069496237,-0.018905956,0.45054609,0.000520723,0.03198915,0.42041659,0.031399518
10/1/63,5.5,1-Oct-63,,3987,68294,1738,1963m10,1963q4,1738,0.42513168,0.034568664,0.42041659,0.031399518,0.069496237,-0.027505755,0.45263743,0.002637982,0.031930681,0.42041659,0.031399518
11/1/63,5.7,1-Nov-63,,4151,68267,1859,1963m11,1963q4,1859,0.46976632,0.033963703,0.42041659,0.031399518,0.069496237,0.014995324,0.45477098,0.002092745,0.031870957,0.42041659,0.031399518
12/1/63,5.5,1-Dec-63,,3975,68213,1774,1963m12,1963q4,1774,0.44050315,0.033935603,0.42041659,0.031399518,0.069496237,-0.016441518,0.45694467,0.00212554,0.031810064,0.42041659,0.031399518
1/1/64,5.6,1-Jan-64,,4029,68327,1805,1964m1,1964q1,1805,0.44800198,0.032213237,0.42041659,0.031399518,0.069496237,-0.011154543,0.45915651,0.000465133,0.031748105,0.42041659,0.031399518
2/1/64,5.4,1-Feb-64,,3932,68751,1708,1964m2,1964q1,1708,0.44888097,0.033439301,0.42041659,0.031399518,0.069496237,-0.012523486,0.46140444,0.00175409,0.031685211,0.42041659,0.031399518
3/1/64,5.4,1-Mar-64,,3950,68763,1783,1964m3,1964q1,1783,0.45544302,0.033274215,0.42041659,0.031399518,0.069496237,-0.008243233,0.46368626,0.001652698,0.031621516,0.42041659,0.031399518
4/1/64,5.3,1-Apr-64,,3918,69356,1767,1964m4,1964q2,1767,0.46835119,0.031648599,0.42041659,0.031399518,0.069496237,0.002351596,0.4659996,9.14265E-05,0.031557173,0.42041659,0.031399518
5/1/64,5.1,1-May-64,,3764,69631,1681,1964m5,1964q2,1681,0.44341126,0.031719722,0.42041659,0.031399518,0.069496237,-0.024930773,0.46834204,0.000227377,0.031492345,0.42041659,0.031399518
6/1/64,5.2,1-Jun-64,,3814,69218,1719,1964m6,1964q2,1719,0.44362873,0.027587768,0.42041659,0.031399518,0.069496237,-0.027082464,0.4707112,-0.003839434,0.031427201,0.42041659,0.031399518
7/1/64,4.9,1-Jul-64,,3608,69399,1486,1964m7,1964q3,1486,0.45703992,0.031677283,0.42041659,0.031399518,0.069496237,-0.0160645,0.47310442,0.000315367,0.031361915,0.42041659,0.031399518
8/1/64,5,1-Aug-64,,3655,69463,1696,1964m8,1964q3,1696,0.450342,0.031641368,0.42041659,0.031399518,0.069496237,-0.025176808,0.47551882,0.00034475,0.031296618,0.42041659,0.031399518
9/1/64,5.1,1-Sep-64,,3712,69578,1703,1964m9,1964q3,1703,0.46875,0.032926194,0.42041659,0.031399518,0.069496237,-0.009201272,0.47795126,0.00169475,0.031231444,0.42041659,0.031399518
10/1/64,5.1,1-Oct-64,,3726,69582,1754,1964m10,1964q4,1754,0.47530866,0.030087357,0.42041659,0.031399518,0.069496237,-0.005089831,0.48039848,-0.001079176,0.031166533,0.42041659,0.031399518
11/1/64,4.8,1-Nov-64,,3551,69735,1596,1964m11,1964q4,1596,0.44269219,0.03079222,0.42041659,0.031399518,0.069496237,-0.040164839,0.48285702,-0.00030982,0.031102041,0.42041659,0.031399518
12/1/64,5,1-Dec-64,,3651,69814,1672,1964m12,1964q4,1672,0.46699536,0.030385371,0.42041659,0.031399518,0.069496237,-0.018328076,0.48532343,-0.000652739,0.031038111,0.42041659,0.031399518
1/1/65,4.9,1-Jan-65,,3572,69997,1626,1965m1,1965q1,1626,0.44372901,0.03200094,0.42041659,0.031399518,0.069496237,-0.044064812,0.48779383,0.001026054,0.030974887,0.42041659,0.031399518
2/1/65,5.1,1-Feb-65,,3730,70127,1743,1965m2,1965q1,1743,0.5152815,0.032693405,0.42041659,0.031399518,0.069496237,0.025017355,0.49026415,0.001780902,0.030912504,0.42041659,0.031399518
3/1/65,4.7,1-Mar-65,,3510,70439,1702,1965m3,1965q1,1702,0.47350428,0.032494821,0.42041659,0.031399518,0.069496237,-0.019225622,0.4927299,0.001643715,0.030851107,0.42041659,0.031399518
4/1/65,4.8,1-Apr-65,,3595,70633,1747,1965m4,1965q2,1747,0.50987482,0.03173336,0.42041659,0.031399518,0.069496237,0.014687983,0.49518684,0.000942501,0.03079086,0.42041659,0.031399518
5/1/65,4.6,1-May-65,,3432,71034,1670,1965m5,1965q2,1670,0.49562937,0.0309934,0.42041659,0.031399518,0.069496237,-0.002001155,0.49763054,0.000261458,0.030731943,0.42041659,0.031399518
6/1/65,4.6,1-Jun-65,,3387,71025,1656,1965m6,1965q2,1656,0.51372898,0.031336915,0.42041659,0.031399518,0.069496237,0.013672308,0.50005668,0.000662371,0.030674543,0.42041659,0.031399518
7/1/65,4.4,1-Jul-65,,3301,71460,1654,1965m7,1965q3,1654,0.50287789,0.030153945,0.42041659,0.031399518,0.069496237,0.000416935,0.50246096,-0.000464912,0.030618856,0.42041659,0.031399518
8/1/65,4.4,1-Aug-65,,3254,71362,1613,1965m8,1965q3,1613,0.51167792,0.030637519,0.42041659,0.031399518,0.069496237,0.006838708,0.50483924,7.24404E-05,0.030565079,0.42041659,0.031399518
9/1/65,4.3,1-Sep-65,,3216,71286,1627,1965m9,1965q3,1627,0.49937811,0.02866135,0.42041659,0.031399518,0.069496237,-0.007809152,0.50718725,-0.001852055,0.030513406,0.42041659,0.031399518
10/1/65,4.2,1-Oct-65,,3143,71695,1533,1965m10,1965q4,1533,0.50938594,0.028651746,0.42041659,0.031399518,0.069496237,-0.000115073,0.50950104,-0.001812283,0.030464029,0.42041659,0.031399518
11/1/65,4.1,1-Nov-65,,3073,71724,1531,1965m11,1965q4,1531,0.48096323,0.02636038,0.42041659,0.031399518,0.069496237,-0.03081305,0.51177627,-0.004056748,0.030417128,0.42041659,0.031399518
12/1/65,4,1-Dec-65,,3031,72062,1436,1965m12,1965q4,1436,0.51666117,0.028495956,0.42041659,0.031399518,0.069496237,0.002652292,0.51400888,-0.001876902,0.030372858,0.42041659,0.031399518
1/1/66,4,1-Jan-66,,2988,72198,1523,1966m1,1966q1,1523,0.5599063,0.028950134,0.42041659,0.031399518,0.069496237,0.04371199,0.51619428,-0.001381204,0.030331338,0.42041659,0.031399518
2/1/66,3.8,1-Feb-66,,2820,72134,1505,1966m2,1966q1,1505,0.51631206,0.028460814,0.42041659,0.031399518,0.069496237,-0.002016068,0.51832813,-0.001831853,0.030292667,0.42041659,0.031399518
3/1/66,3.8,1-Mar-66,,2887,72188,1523,1966m3,1966q1,1523,0.56182891,0.030110184,0.42041659,0.031399518,0.069496237,0.041422609,0.52040631,-0.000146744,0.030256929,0.42041659,0.031399518
4/1/66,3.8,1-Apr-66,,2828,72510,1563,1966m4,1966q2,1563,0.53359264,0.03067831,0.42041659,0.031399518,0.069496237,0.011167865,0.52242476,0.000454119,0.030224189,0.42041659,0.031399518
5/1/66,3.9,1-May-66,,2950,72497,1631,1966m5,1966q2,1631,0.58474576,0.032104734,0.42041659,0.031399518,0.069496237,0.060365841,0.52437991,0.001910218,0.030194515,0.42041659,0.031399518
6/1/66,3.8,1-Jun-66,,2872,72775,1647,1966m6,1966q2,1647,0.56963789,0.031509798,0.42041659,0.031399518,0.069496237,0.043369669,0.52626824,0.001341821,0.030167976,0.42041659,0.031399518
7/1/66,3.8,1-Jul-66,,2876,72860,1640,1966m7,1966q3,1640,0.55563283,0.030825779,0.42041659,0.031399518,0.069496237,0.027546065,0.52808678,0.000681119,0.03014466,0.42041659,0.031399518
8/1/66,3.8,1-Aug-66,,2900,73146,1622,1966m8,1966q3,1622,0.5713793,0.029761367,0.42041659,0.031399518,0.069496237,0.041546252,0.52983308,-0.000363302,0.030124668,0.42041659,0.031399518
9/1/66,3.7,1-Sep-66,,2798,73258,1555,1966m9,1966q3,1555,0.55075055,0.029029157,0.42041659,0.031399518,0.069496237,0.019245666,0.53150487,-0.001078955,0.030108111,0.42041659,0.031399518
10/1/66,3.7,1-Oct-66,,2798,73401,1541,1966m10,1966q4,1541,0.54574698,0.028085986,0.42041659,0.031399518,0.069496237,0.012646507,0.53310049,-0.002009108,0.030095095,0.42041659,0.031399518
11/1/66,3.6,1-Nov-66,,2770,73840,1499,1966m11,1966q4,1499,0.51985562,0.028949477,0.42041659,0.031399518,0.069496237,-0.014762597,0.5346182,-0.001136233,0.030085711,0.42041659,0.031399518
12/1/66,3.8,1-Dec-66,,2912,73729,1582,1966m12,1966q4,1582,0.53296703,0.029732937,0.42041659,0.031399518,0.069496237,-0.003089603,0.53605664,-0.000347097,0.030080035,0.42041659,0.031399518
1/1/67,3.9,1-Jan-67,,2968,73671,1608,1967m1,1967q1,1608,0.55559301,0.029996924,0.42041659,0.031399518,0.069496237,0.018178903,0.53741413,-8.12061E-05,0.03007813,0.42041659,0.031399518
2/1/67,3.8,1-Feb-67,,2915,73606,1596,1967m2,1967q1,1596,0.5530017,0.029781869,0.42041659,0.031399518,0.069496237,0.014312709,0.53868902,-0.000298188,0.030080058,0.42041659,0.031399518
3/1/67,3.8,1-Mar-67,,2889,73439,1586,1967m3,1967q1,1586,0.53340256,0.028726494,0.42041659,0.031399518,0.069496237,-0.006477248,0.5398798,-0.001359379,0.030085873,0.42041659,0.031399518
4/1/67,3.8,1-Apr-67,,2895,73882,1547,1967m4,1967q2,1547,0.53436959,0.02920107,0.42041659,0.031399518,0.069496237,-0.006615649,0.54098523,-0.000894565,0.030095635,0.42041659,0.031399518
5/1/67,3.8,1-May-67,,2929,73844,1581,1967m5,1967q2,1581,0.56025946,0.032055322,0.42041659,0.031399518,0.069496237,0.01825558,0.54200387,0.001945937,0.030109385,0.42041659,0.031399518
6/1/67,3.9,1-Jun-67,,2992,74278,1704,1967m6,1967q2,1704,0.5648396,0.03080651,0.42041659,0.031399518,0.069496237,0.02190532,0.5429343,0.000679354,0.030127155,0.42041659,0.031399518
7/1/67,3.8,1-Jul-67,,2944,74520,1642,1967m7,1967q3,1642,0.54144019,0.02934902,0.42041659,0.031399518,0.069496237,-0.002334979,0.54377514,-0.00079998,0.030149,0.42041659,0.031399518
8/1/67,3.8,1-Aug-67,,2945,74767,1595,1967m8,1967q3,1595,0.56162989,0.031001663,0.42041659,0.031399518,0.069496237,0.017104411,0.5445255,0.000826686,0.030174978,0.42041659,0.031399518
9/1/67,3.8,1-Sep-67,,2958,74854,1667,1967m9,1967q3,1667,0.5223124,0.031280845,0.42041659,0.031399518,0.069496237,-0.022871738,0.54518414,0.001075706,0.03020514,0.42041659,0.031399518
10/1/67,4,1-Oct-67,,3143,75051,1730,1967m10,1967q4,1730,0.55902004,0.031068826,0.42041659,0.031399518,0.069496237,0.013269803,0.54575026,0.00082928,0.030239547,0.42041659,0.031399518
11/1/67,3.9,1-Nov-67,,3066,75125,1680,1967m11,1967q4,1680,0.5427267,0.029522005,0.42041659,0.031399518,0.069496237,-0.003495942,0.54622263,-0.000756262,0.030278267,0.42041659,0.031399518
12/1/67,3.8,1-Dec-67,,3018,75473,1616,1967m12,1967q4,1616,0.52948976,0.0262741,0.42041659,0.031399518,0.069496237,-0.017110579,0.54660034,-0.004047283,0.030321382,0.42041659,0.031399518
1/1/68,3.7,1-Jan-68,,2878,74700,1458,1968m1,1968q1,1458,0.55142462,0.031605627,0.42041659,0.031399518,0.069496237,0.004542336,0.54688227,0.001236665,0.030368963,0.42041659,0.031399518
2/1/68,3.8,1-Feb-68,,3001,75229,1710,1968m2,1968q1,1710,0.59146953,0.031162014,0.42041659,0.031399518,0.069496237,0.044402242,0.54706728,0.000740975,0.030421039,0.42041659,0.031399518
3/1/68,3.7,1-Mar-68,,2877,75379,1651,1968m3,1968q1,1651,0.55752522,0.026413493,0.42041659,0.031399518,0.069496237,0.010371054,0.54715419,-0.004064161,0.030477654,0.42041659,0.031399518
4/1/68,3.5,1-Apr-68,,2709,75561,1436,1968m4,1968q2,1436,0.5669989,0.028943747,0.42041659,0.031399518,0.069496237,0.019856697,0.54714221,-0.001595111,0.030538859,0.42041659,0.031399518
5/1/68,3.5,1-May-68,,2740,76107,1567,1968m5,1968q2,1567,0.56824815,0.032211784,0.42041659,0.031399518,0.069496237,0.02121737,0.54703081,0.001607122,0.030604662,0.42041659,0.031399518
6/1/68,3.7,1-Jun-68,,2938,76182,1755,1968m6,1968q2,1755,0.57930565,0.030434808,0.42041659,0.031399518,0.069496237,0.032486163,0.54681951,-0.000240252,0.030675061,0.42041659,0.031399518
7/1/68,3.7,1-Jul-68,,2883,76087,1647,1968m7,1968q3,1647,0.61047518,0.031118535,0.42041659,0.031399518,0.069496237,0.063967079,0.54650813,0.000368473,0.03075006,0.42041659,0.031399518
8/1/68,3.5,1-Aug-68,,2768,76043,1645,1968m8,1968q3,1645,0.58381504,0.02848893,0.42041659,0.031399518,0.069496237,0.037718281,0.54609674,-0.002340743,0.030829674,0.42041659,0.031399518
9/1/68,3.4,1-Sep-68,,2686,76172,1534,1968m9,1968q3,1534,0.55994046,0.027476881,0.42041659,0.031399518,0.069496237,0.014354257,0.54558623,-0.003437027,0.030913908,0.42041659,0.031399518
10/1/68,3.4,1-Oct-68,,2689,76224,1507,1968m10,1968q4,1507,0.58274454,0.029492114,0.42041659,0.031399518,0.069496237,0.037766967,0.54497755,-0.001510639,0.031002752,0.42041659,0.031399518
11/1/68,3.4,1-Nov-68,,2715,76494,1593,1968m11,1968q4,1593,0.57348067,0.027987493,0.42041659,0.031399518,0.069496237,0.02920852,0.54427212,-0.003108668,0.03109616,0.42041659,0.031399518
12/1/68,3.4,1-Dec-68,,2685,76778,1527,1968m12,1968q4,1527,0.56648046,0.028238432,0.42041659,0.031399518,0.069496237,0.023008877,0.54347157,-0.00295564,0.031194072,0.42041659,0.031399518
1/1/69,3.4,1-Jan-69,,2718,76805,1554,1969m1,1969q1,1554,0.54010302,0.025720745,0.42041659,0.031399518,0.069496237,-0.002474806,0.5425778,-0.005575648,0.031296391,0.42041659,0.031399518
2/1/69,3.4,1-Feb-69,,2692,77327,1442,1969m2,1969q1,1442,0.58803862,0.029363615,0.42041659,0.031399518,0.069496237,0.046445567,0.54159307,-0.002039386,0.031403001,0.42041659,0.031399518
3/1/69,3.4,1-Mar-69,,2712,77367,1603,1969m3,1969q1,1603,0.57300884,0.028984975,0.42041659,0.031399518,0.069496237,0.032489408,0.54051942,-0.002528743,0.031513717,0.42041659,0.031399518
4/1/69,3.4,1-Apr-69,,2758,77523,1600,1969m4,1969q2,1600,0.61421317,0.030698959,0.42041659,0.031399518,0.069496237,0.074853614,0.53935957,-0.000929388,0.031628348,0.42041659,0.031399518
5/1/69,3.4,1-May-69,,2713,77412,1649,1969m5,1969q2,1649,0.57537782,0.030176949,0.42041659,0.031399518,0.069496237,0.037261434,0.5381164,-0.001569715,0.031746663,0.42041659,0.031399518
6/1/69,3.5,1-Jun-69,,2816,77880,1664,1969m6,1969q2,1664,0.58025569,0.030496605,0.42041659,0.031399518,0.069496237,0.043462075,0.53679359,-0.001371829,0.031868435,0.42041659,0.031399518
7/1/69,3.5,1-Jul-69,,2868,77959,1686,1969m7,1969q3,1686,0.57496512,0.02947046,0.42041659,0.031399518,0.069496237,0.039569829,0.53539526,-0.00252295,0.031993411,0.42041659,0.031399518
8/1/69,3.5,1-Aug-69,,2856,78250,1637,1969m8,1969q3,1637,0.52836132,0.029403662,0.42041659,0.031399518,0.069496237,-0.005564607,0.53392595,-0.002717669,0.03212133,0.42041659,0.031399518
9/1/69,3.7,1-Sep-69,,3040,78250,1693,1969m9,1969q3,1693,0.59375,0.032970112,0.42041659,0.031399518,0.069496237,0.061359588,0.53239042,0.000718205,0.032251906,0.42041659,0.031399518
10/1/69,3.7,1-Oct-69,,3049,78445,1814,1969m10,1969q4,1814,0.58150214,0.028398352,0.42041659,0.031399518,0.069496237,0.050708555,0.53079361,-0.003986473,0.032384824,0.42041659,0.031399518
11/1/69,3.5,1-Nov-69,,2856,78541,1580,1969m11,1969q4,1580,0.54516804,0.027742781,0.42041659,0.031399518,0.069496237,0.016027143,0.52914089,-0.004776995,0.032519776,0.42041659,0.031399518
12/1/69,3.5,1-Dec-69,,2884,78740,1585,1969m12,1969q4,1585,0.51421636,0.030771703,0.42041659,0.031399518,0.069496237,-0.013221949,0.52743834,-0.001884711,0.032656413,0.42041659,0.031399518
1/1/70,3.9,1-Jan-70,,3201,78780,1800,1970m1,1970q1,1800,0.53045923,0.033687361,0.42041659,0.031399518,0.069496237,0.00476728,0.52569193,0.000893019,0.032794341,0.42041659,0.031399518
2/1/70,4.2,1-Feb-70,,3453,78698,1950,1970m2,1970q1,1950,0.52012742,0.033967867,0.42041659,0.031399518,0.069496237,-0.003780369,0.52390778,0.001034721,0.032933146,0.42041659,0.031399518
3/1/70,4.4,1-Mar-70,,3635,78863,1978,1970m3,1970q1,1978,0.54387897,0.037253752,0.42041659,0.031399518,0.069496237,0.021787107,0.52209187,0.004181329,0.033072423,0.42041659,0.031399518
4/1/70,4.6,1-Apr-70,,3797,78930,2139,1970m4,1970q2,2139,0.52330786,0.036188826,0.42041659,0.031399518,0.069496237,0.003057674,0.5202502,0.002977048,0.033211779,0.42041659,0.031399518
5/1/70,4.8,1-May-70,,3919,78564,2109,1970m5,1970q2,2109,0.49706557,0.035570148,0.42041659,0.031399518,0.069496237,-0.021323387,0.51838899,0.002219293,0.033350855,0.42041659,0.031399518
6/1/70,4.9,1-Jun-70,,4071,78413,2100,1970m6,1970q2,2100,0.49815771,0.036208022,0.42041659,0.031399518,0.069496237,-0.018356724,0.51651442,0.002718688,0.033489335,0.42041659,0.031399518
7/1/70,5,1-Jul-70,,4175,78726,2132,1970m7,1970q3,2132,0.50323355,0.037035014,0.42041659,0.031399518,0.069496237,-0.011399088,0.51463264,0.003408101,0.033626914,0.42041659,0.031399518
8/1/70,5.1,1-Aug-70,,4256,78624,2182,1970m8,1970q3,2182,0.47814849,0.037357699,0.42041659,0.031399518,0.069496237,-0.034600936,0.51274943,0.003594381,0.033763319,0.42041659,0.031399518
9/1/70,5.4,1-Sep-70,,4456,78498,2235,1970m9,1970q3,2235,0.50516158,0.040667512,0.42041659,0.031399518,0.069496237,-0.005708948,0.51087052,0.006769202,0.033898309,0.42041659,0.031399518
10/1/70,5.5,1-Oct-70,,4591,78685,2386,1970m10,1970q4,2386,0.44238728,0.038152505,0.42041659,0.031399518,0.069496237,-0.066614054,0.50900131,0.004120822,0.034031682,0.42041659,0.031399518
11/1/70,5.9,1-Nov-70,,4898,78650,2338,1970m11,1970q4,2338,0.44732544,0.038798586,0.42041659,0.031399518,0.069496237,-0.059821747,0.50714719,0.004635283,0.034163304,0.42041659,0.031399518
12/1/70,6.1,1-Dec-70,,5076,78594,2369,1970m12,1970q4,2369,0.47123718,0.038318262,0.42041659,0.031399518,0.069496237,-0.034075551,0.50531274,0.004025187,0.034293074,0.42041659,0.031399518
1/1/71,5.9,1-Jan-71,,4986,78864,2302,1971m1,1971q1,2302,0.45346972,0.035714999,0.42041659,0.031399518,0.069496237,-0.050032329,0.50350207,0.00129405,0.034420948,0.42041659,0.031399518
2/1/71,5.9,1-Feb-71,,4903,78700,2178,1971m2,1971q1,2178,0.42015094,0.034487717,0.42041659,0.031399518,0.069496237,-0.081567928,0.50171888,-5.92012E-05,0.034546919,0.42041659,0.031399518
3/1/71,6,1-Mar-71,,4987,78588,2144,1971m3,1971q1,2144,0.4479647,0.036172427,0.42041659,0.031399518,0.069496237,-0.052001704,0.49996641,0.001501441,0.034670986,0.42041659,0.031399518
4/1/71,5.9,1-Apr-71,,4959,78987,2206,1971m4,1971q2,2206,0.44202459,0.036226287,0.42041659,0.031399518,0.069496237,-0.056222484,0.49824709,0.001433129,0.034793157,0.42041659,0.031399518
5/1/71,5.9,1-May-71,,4996,79139,2229,1971m5,1971q2,2229,0.44575661,0.035446789,0.42041659,0.031399518,0.069496237,-0.050806154,0.49656278,0.000533336,0.034913454,0.42041659,0.031399518
6/1/71,5.9,1-Jun-71,,4949,78757,2180,1971m6,1971q2,2180,0.42917761,0.03572778,0.42041659,0.031399518,0.069496237,-0.065737203,0.49491483,0.000695877,0.035031904,0.42041659,0.031399518
7/1/71,6,1-Jul-71,,5035,79305,2210,1971m7,1971q3,2210,0.44448858,0.037889156,0.42041659,0.031399518,0.069496237,-0.048815452,0.49330404,0.002740609,0.035148546,0.42041659,0.031399518
8/1/71,6.1,1-Aug-71,,5134,79539,2337,1971m8,1971q3,2337,0.46610829,0.03772001,0.42041659,0.031399518,0.069496237,-0.025622303,0.4917306,0.002456577,0.035263434,0.42041659,0.031399518
9/1/71,6,1-Sep-71,,5042,79689,2301,1971m9,1971q3,2301,0.45815152,0.036168791,0.42041659,0.031399518,0.069496237,-0.032042645,0.49019417,0.00079216,0.035376631,0.42041659,0.031399518
10/1/71,5.8,1-Oct-71,,4954,79918,2222,1971m10,1971q4,2222,0.42329431,0.036569349,0.42041659,0.031399518,0.069496237,-0.065399855,0.48869416,0.001081109,0.03548824,0.42041659,0.031399518
11/1/71,6,1-Nov-71,,5161,80297,2304,1971m11,1971q4,2304,0.4508816,0.037302166,0.42041659,0.031399518,0.069496237,-0.036348086,0.48722968,0.001703799,0.035598367,0.42041659,0.031399518
12/1/71,6,1-Dec-71,,5154,80471,2320,1971m12,1971q4,2320,0.47710517,0.037927728,0.42041659,0.031399518,0.069496237,-0.008694015,0.48579919,0.002220602,0.035707127,0.42041659,0.031399518
1/1/72,5.8,1-Jan-72,,5019,80959,2324,1972m1,1972q1,2324,0.4387328,0.03340226,0.42041659,0.031399518,0.069496237,-0.045667935,0.48440075,-0.002412392,0.035814654,0.42041659,0.031399518
2/1/72,5.7,1-Feb-72,,4928,81108,2111,1972m2,1972q1,2111,0.44500813,0.036520112,0.42041659,0.031399518,0.069496237,-0.038024206,0.48303235,0.000599012,0.035921101,0.42041659,0.031399518
3/1/72,5.8,1-Mar-72,,5038,81573,2303,1972m3,1972q1,2303,0.45811829,0.035443988,0.42041659,0.031399518,0.069496237,-0.023573227,0.48169151,-0.000582614,0.036026601,0.42041659,0.031399518
4/1/72,5.7,1-Apr-72,,4959,81655,2229,1972m4,1972q2,2229,0.44948578,0.034626771,0.42041659,0.031399518,0.069496237,-0.03088966,0.48037544,-0.001504524,0.036131296,0.42041659,0.031399518
