date,alp,daten,urate,vacancies,unemp,emp,st_unemp,mdate,qdate,st_unemp_adj,frate,srate,avg_frate,tightness,lurate,lurate_hp
1967-08-01,,01aug1967,.038,,2945,74767,1595,1967m8,1967q3,1595,.56162989,.031001663,.42041659,,-3.270169,-.030026708
1967-09-01,,01sep1967,.038,,2958,74854,1667,1967m9,1967q3,1667,.5223124,.031280845,.42041659,,-3.270169,-.028589033
1967-10-01,41.839,01oct1967,.04,,3143,75051,1730,1967m10,1967q4,1730,.55902004,.031068826,.42041659,,-3.2188759,.023811398
1967-11-01,,01nov1967,.039,,3066,75125,1680,1967m11,1967q4,1680,.5427267,.029522005,.42041659,,-3.2441936,-.00073283323
1967-12-01,,01dec1967,.038,,3018,75473,1616,1967m12,1967q4,1616,.52948976,.0262741,.42041659,,-3.270169,-.026272386
1968-01-01,42.774,01jan1968,.037,,2878,74700,1458,1968m1,1968q1,1458,.55142462,.031605627,.42041659,,-3.2968373,-.052845974
1968-02-01,,01feb1968,.038,,3001,75229,1710,1968m2,1968q1,1710,.59146953,.031162014,.42041659,,-3.270169,-.02642758
1968-03-01,,01mar1968,.037,,2877,75379,1651,1968m3,1968q1,1651,.55752522,.026413493,.42041659,,-3.2968373,-.053693503
1968-04-01,43.173,01apr1968,.035,,2709,75561,1436,1968m4,1968q2,1436,.5669989,.028943747,.42041659,,-3.3524072,-.11021154
1968-05-01,,01may1968,.035,,2740,76107,1567,1968m5,1968q2,1567,.56824815,.032211784,.42041659,,-3.3524072,-.11151267
1968-06-01,,01jun1968,.037,,2938,76182,1755,1968m6,1968q2,1755,.57930565,.030434808,.42041659,,-3.2968373,-.057598457
1968-07-01,43.192,01jul1968,.037,,2883,76087,1647,1968m7,1968q3,1647,.61047518,.031118535,.42041659,,-3.2968373,-.059609406
1968-08-01,,01aug1968,.035,,2768,76043,1645,1968m8,1968q3,1645,.58381504,.02848893,.42041659,,-3.3524072,-.1175458
1968-09-01,,01sep1968,.034,,2686,76172,1534,1968m9,1968q3,1534,.55994046,.027476881,.42041659,,-3.3813949,-.14925531
1968-10-01,43.087,01oct1968,.034,,2689,76224,1507,1968m10,1968q4,1507,.58274454,.029492114,.42041659,,-3.3813949,-.15233146
1968-11-01,,01nov1968,.034,,2715,76494,1593,1968m11,1968q4,1593,.57348067,.027987493,.42041659,,-3.3813949,-.15575963
1968-12-01,,01dec1968,.034,,2685,76778,1527,1968m12,1968q4,1527,.56648046,.028238432,.42041659,,-3.3813949,-.15953644
1969-01-01,43.43,01jan1969,.034,,2718,76805,1554,1969m1,1969q1,1554,.54010302,.025720745,.42041659,,-3.3813949,-.16365723
1969-02-01,,01feb1969,.034,,2692,77327,1442,1969m2,1969q1,1442,.58803862,.029363615,.42041659,,-3.3813949,-.16811617
1969-03-01,,01mar1969,.034,,2712,77367,1603,1969m3,1969q1,1603,.57300884,.028984975,.42041659,,-3.3813949,-.17290615
1969-04-01,43.075,01apr1969,.034,,2758,77523,1600,1969m4,1969q2,1600,.61421317,.030698959,.42041659,,-3.3813949,-.17801875
1969-05-01,,01may1969,.034,,2713,77412,1649,1969m5,1969q2,1649,.57537782,.030176949,.42041659,,-3.3813949,-.18344423
1969-06-01,,01jun1969,.035,,2816,77880,1664,1969m6,1969q2,1664,.58025569,.030496605,.42041659,,-3.3524072,-.16018383
1969-07-01,43.122,01jul1969,.035,,2868,77959,1686,1969m7,1969q3,1686,.57496512,.02947046,.42041659,,-3.3524072,-.1662003
1969-08-01,,01aug1969,.035,,2856,78250,1637,1969m8,1969q3,1637,.52836132,.029403662,.42041659,,-3.3524072,-.17249224
1969-09-01,,01sep1969,.037,,3040,78250,1693,1969m9,1969q3,1693,.59375,.032970112,.42041659,,-3.2968373,-.12347468
1969-10-01,42.906,01oct1969,.037,,3049,78445,1814,1969m10,1969q4,1814,.58150214,.028398352,.42041659,,-3.2968373,-.13027103
1969-11-01,,01nov1969,.035,,2856,78541,1580,1969m11,1969q4,1580,.54516804,.027742781,.42041659,,-3.3524072,-.19286397
1969-12-01,,01dec1969,.035,,2884,78740,1585,1969m12,1969q4,1585,.51421636,.030771703,.42041659,,-3.3524072,-.20009537
1970-01-01,43.037,01jan1970,.039,,3201,78780,1800,1970m1,1970q1,1800,.53045923,.033687361,.42041659,,-3.2441936,-.099301621
1970-02-01,,01feb1970,.042,,3453,78698,1950,1970m2,1970q1,1950,.52012742,.033967867,.42041659,,-3.1700857,-.032780796
1970-03-01,,01mar1970,.044,,3635,78863,1978,1970m3,1970q1,1978,.54387897,.037253752,.42041659,,-3.1235657,.0060071326
1970-04-01,43.666,01apr1970,.046,,3797,78930,2139,1970m4,1970q2,2139,.52330786,.036188826,.42041659,,-3.079114,.042604167
1970-05-01,,01may1970,.048,,3919,78564,2109,1970m5,1970q2,2109,.49706557,.035570148,.42041659,,-3.0365543,.077208839
1970-06-01,,01jun1970,.049,,4071,78413,2100,1970m6,1970q2,2100,.49815771,.036208022,.42041659,,-3.0159349,.089795031
1970-07-01,44.351,01jul1970,.05,,4175,78726,2132,1970m7,1970q3,2132,.50323355,.037035014,.42041659,,-2.9957323,.10190763
1970-08-01,,01aug1970,.051,,4256,78624,2182,1970m8,1970q3,2182,.47814849,.037357699,.42041659,,-2.9759297,.11358407
1970-09-01,,01sep1970,.054,,4456,78498,2235,1970m9,1970q3,2235,.50516158,.040667512,.42041659,,-2.9187713,.16260025
1970-10-01,43.943,01oct1970,.055,,4591,78685,2386,1970m10,1970q4,2386,.44238728,.038152505,.42041659,,-2.9004221,.17281003
1970-11-01,,01nov1970,.059,,4898,78650,2338,1970m11,1970q4,2338,.44732544,.038798586,.42041659,,-2.8302178,.23489562
1970-12-01,,01dec1970,.061,,5076,78594,2369,1970m12,1970q4,2369,.47123718,.038318262,.42041659,,-2.7968814,.26015055
1971-01-01,45.245,01jan1971,.059,,4986,78864,2302,1971m1,1971q1,2302,.45346972,.035714999,.42041659,,-2.8302178,.21878451
1971-02-01,,01feb1971,.059,,4903,78700,2178,1971m2,1971q1,2178,.42015094,.034487717,.42041659,,-2.8302178,.21081941
1971-03-01,,01mar1971,.06,,4987,78588,2144,1971m3,1971q1,2144,.4479647,.036172427,.42041659,,-2.8134108,.21973687
1971-04-01,45.373,01apr1971,.059,,4959,78987,2206,1971m4,1971q2,2206,.44202459,.036226287,.42041659,,-2.8302178,.19512501
1971-05-01,,01may1971,.059,,4996,79139,2229,1971m5,1971q2,2229,.44575661,.035446789,.42041659,,-2.8302178,.18741269
1971-06-01,,01jun1971,.059,,4949,78757,2180,1971m6,1971q2,2180,.42917761,.03572778,.42041659,,-2.8302178,.17979901
1971-07-01,45.804,01jul1971,.06,,5035,79305,2210,1971m7,1971q3,2210,.44448858,.037889156,.42041659,,-2.8134108,.18909571
1971-08-01,,01aug1971,.061,,5134,79539,2337,1971m8,1971q3,2337,.46610829,.03772001,.42041659,,-2.7968814,.19822127
1971-09-01,,01sep1971,.06,,5042,79689,2301,1971m9,1971q3,2301,.45815152,.036168791,.42041659,,-2.8134108,.17439666
1971-10-01,45.407,01oct1971,.058,,4954,79918,2222,1971m10,1971q4,2222,.42329431,.036569349,.42041659,,-2.8473122,.13330872
1971-11-01,,01nov1971,.06,,5161,80297,2304,1971m11,1971q4,2304,.4508816,.037302166,.42041659,,-2.8134108,.16013145
1971-12-01,,01dec1971,.06,,5154,80471,2320,1971m12,1971q4,2320,.47710517,.037927728,.42041659,,-2.8134108,.15315844
1972-01-01,46.117,01jan1972,.058,,5019,80959,2324,1972m1,1972q1,2324,.4387328,.03340226,.42041659,,-2.8473122,.11238639
1972-02-01,,01feb1972,.057,,4928,81108,2111,1972m2,1972q1,2111,.44500813,.036520112,.42041659,,-2.8647039,.088222064
1972-03-01,,01mar1972,.058,,5038,81573,2303,1972m3,1972q1,2303,.45811829,.035443988,.42041659,,-2.8473122,.098933712
1972-04-01,47.027,01apr1972,.057,,4959,81655,2229,1972m4,1972q2,2229,.44948578,.034626771,.42041659,,-2.8647039,.074948587
1972-05-01,,01may1972,.057,,4922,81887,2192,1972m5,1972q2,2192,.46281999,.036210511,.42041659,,-2.8647039,.068434954
1972-06-01,,01jun1972,.057,,4923,82083,2279,1972m6,1972q2,2279,.4586634,.035536576,.42041659,,-2.8647039,.061993767
1972-07-01,47.299,01jul1972,.056,,4913,82230,2248,1972m7,1972q3,2248,.45980054,.036083523,.42041659,,-2.8824036,.037917417
1972-08-01,,01aug1972,.056,,4939,82578,2285,1972m8,1972q3,2285,.49463454,.037856948,.42041659,,-2.8824036,.031596974
1972-09-01,,01sep1972,.055,,4849,82543,2353,1972m9,1972q3,2353,.4794803,.037463669,.42041659,,-2.9004221,.0073055783
1972-10-01,47.701,01oct1972,.056,,4875,82616,2351,1972m10,1972q4,2351,.50543588,.035488993,.42041659,,-2.8824036,.019089775
1972-11-01,,01nov1972,.053,,4602,82990,2191,1972m11,1972q4,2191,.44806606,.031103693,.42041659,,-2.9374633,-.042174518
1972-12-01,,01dec1972,.052,,4543,83400,2003,1972m12,1972q4,2003,.49570769,.032441143,.42041659,,-2.9565115,-.067406803
1973-01-01,48.781,01jan1973,.049,,4326,83161,2035,1973m1,1973q1,2035,.49306518,.036052223,.42041659,,-3.0159349,-.13300253
1973-02-01,,01feb1973,.05,,4452,83912,2259,1973m2,1973q1,2259,.49281222,.033778455,.42041659,,-2.9957323,-.11896869
1973-03-01,,01mar1973,.049,,4394,84452,2136,1973m3,1973q1,2136,.49954483,.035670195,.42041659,,-3.0159349,-.14534383
1973-04-01,48.802,01apr1973,.05,,4459,84559,2260,1973m4,1973q2,2260,.52769679,.035711851,.42041659,,-2.9957323,-.13132374
1973-05-01,,01may1973,.049,,4329,84648,2223,1973m5,1973q2,2223,.52852851,.037284099,.42041659,,-3.0159349,-.15772416
1973-06-01,,01jun1973,.049,,4363,85185,2322,1973m6,1973q2,2322,.53380704,.036365777,.42041659,,-3.0159349,-.16394137
1973-07-01,48.343,01jul1973,.048,,4305,85299,2271,1973m7,1973q3,2271,.53193963,.036574434,.42041659,,-3.0365543,-.19080037
1973-08-01,,01aug1973,.048,,4305,85204,2290,1973m8,1973q3,2290,.50313586,.034671798,.42041659,,-3.0365543,-.19706406
1973-09-01,,01sep1973,.048,,4350,85488,2211,1973m9,1973q3,2211,.52160919,.032646362,.42041659,,-3.0365543,-.20335205
1973-10-01,48.041,01oct1973,.046,,4144,85987,2063,1973m10,1973q4,2063,.49131274,.035273943,.42041659,,-3.079114,-.25222272
1973-11-01,,01nov1973,.048,,4396,86320,2288,1973m11,1973q4,2288,.50932664,.036246378,.42041659,,-3.0365543,-.2159943
1973-12-01,,01dec1973,.049,,4489,86401,2332,1973m12,1973q4,2332,.5001114,.037039358,.42041659,,-3.0159349,-.20172146
1974-01-01,47.925,01jan1974,.051,,4644,86555,2400,1974m1,1974q1,2400,.50495261,.037587762,.42041659,,-2.9759297,-.1680717
1974-02-01,,01feb1974,.052,,4731,86754,2432,1974m2,1974q1,2432,.53054321,.037856545,.42041659,,-2.9565115,-.15500976
1974-03-01,,01mar1974,.051,,4634,86819,2413,1974m3,1974q1,2413,.50776869,.036077611,.42041659,,-2.9759297,-.18077584
1974-04-01,47.78,01apr1974,.051,,4618,86669,2337,1974m4,1974q2,2337,.51320916,.038134802,.42041659,,-2.9759297,-.18710469
1974-05-01,,01may1974,.051,,4705,86891,2457,1974m5,1974q2,2457,.48352817,.037900016,.42041659,,-2.9759297,-.19340262
1974-06-01,,01jun1974,.054,,4927,86941,2497,1974m6,1974q2,2497,.48508221,.038357444,.42041659,,-2.9187713,-.14249781
1974-07-01,47.289,01jul1974,.055,,5063,87149,2526,1974m7,1974q3,2526,.52340508,.040549014,.42041659,,-2.9004221,-.13034317
1974-08-01,,01aug1974,.055,,5022,87037,2609,1974m8,1974q3,2609,.45957786,.040619444,.42041659,,-2.9004221,-.13646263
1974-09-01,,01sep1974,.059,,5437,87051,2723,1974m9,1974q3,2723,.48501012,.041294683,.42041659,,-2.8302178,-.072285794
1974-10-01,47.712,01oct1974,.06,,5523,86995,2723,1974m10,1974q4,2723,.44088358,.045003023,.42041659,,-2.8134108,-.061396088
1974-11-01,,01nov1974,.066,,6140,86626,3052,1974m11,1974q4,3052,.4281759,.0459016,.42041659,,-2.7181005,.02812537
1974-12-01,,01dec1974,.072,,6636,86144,3125,1974m12,1974q4,3125,.36588305,.046785746,.42041659,,-2.6310892,.10949562
1975-01-01,48.068,01jan1975,.081,,7501,85627,3293,1975m1,1975q1,3293,.39034796,.042762924,.42041659,,-2.5133061,.22180408
1975-02-01,,01feb1975,.081,,7520,85256,2947,1975m2,1975q1,2947,.36369681,.045776248,.42041659,,-2.5133061,.21651395
1975-03-01,,01mar1975,.086,,7978,85187,3193,1975m3,1975q1,3193,.33629984,.041135821,.42041659,,-2.453408,.2713227
1975-04-01,48.834,01apr1975,.088,,8210,85189,2915,1975m4,1975q2,2915,.34445798,.043266173,.42041659,,-2.4304185,.28943816
1975-05-01,,01may1975,.09,,8433,85451,3051,1975m5,1975q2,3051,.36582473,.041133784,.42041659,,-2.4079456,.3072648
1975-06-01,,01jun1975,.088,,8220,85355,2872,1975m6,1975q2,2872,.36192214,.041224983,.42041659,,-2.4304185,.28038386
1975-07-01,49.431,01jul1975,.086,,8127,85894,2882,1975m7,1975q3,2882,.37000123,.040112246,.42041659,,-2.453408,.25323227
1975-08-01,,01aug1975,.084,,7928,86234,2808,1975m8,1975q3,2808,.36364782,.040791105,.42041659,,-2.4769385,.22579145
1975-09-01,,01sep1975,.084,,7923,86279,2878,1975m9,1975q3,2878,.37712988,.04230836,.42041659,,-2.4769385,.22213668
1975-10-01,49.485,01oct1975,.084,,7897,86370,2962,1975m10,1975q4,2962,.35722426,.038312301,.42041659,,-2.4769385,.21873949
1975-11-01,,01nov1975,.083,,7794,86456,2718,1975m11,1975q4,2718,.36079034,.038978402,.42041659,,-2.4889147,.20362397
1975-12-01,,01dec1975,.082,,7744,86665,2762,1975m12,1975q4,2762,.38210228,.03921118,.42041659,,-2.5010359,.18862003
1976-01-01,50.219,01jan1976,.079,,7534,87400,2749,1976m1,1976q1,2749,.39912397,.040009558,.42041659,,-2.5383074,.14871943
1976-02-01,,01feb1976,.077,,7326,87672,2799,1976m2,1976q1,2799,.37182638,.036820844,.42041659,,-2.5639498,.12069716
1976-03-01,,01mar1976,.076,,7230,87985,2628,1976m3,1976q1,2628,.39253113,.041546129,.42041659,,-2.5770218,.10548897
1976-04-01,50.683,01apr1976,.077,,7330,88416,2938,1976m4,1976q2,2938,.4190996,.039992306,.42041659,,-2.5639498,.11666204
1976-05-01,,01may1976,.074,,7053,88794,2795,1976m5,1976q2,2795,.3570112,.038207509,.42041659,,-2.6036901,.075252734
1976-06-01,,01jun1976,.076,,7322,88563,2787,1976m6,1976q2,2787,.38199946,.041383166,.42041659,,-2.5770218,.10047384
1976-07-01,50.805,01jul1976,.078,,7490,89093,2965,1976m7,1976q3,2965,.38251001,.040150709,.42041659,,-2.5510464,.12521511
1976-08-01,,01aug1976,.078,,7518,89223,2893,1976m8,1976q3,2893,.40542698,.040907387,.42041659,,-2.5510464,.1241844
1976-09-01,,01sep1976,.076,,7380,89173,2910,1976m9,1976q3,2910,.39227644,.041083794,.42041659,,-2.5770218,.097371206
1976-10-01,50.954,01oct1976,.077,,7430,89274,2945,1976m10,1976q4,2945,.35477793,.038481556,.42041659,,-2.5639498,.10978701
1976-11-01,,01nov1976,.078,,7620,89634,2826,1976m11,1976q4,2826,.39317584,.040562101,.42041659,,-2.5510464,.12220357
1976-12-01,,01dec1976,.078,,7545,89803,2921,1976m12,1976q4,2921,.41868788,.040758677,.42041659,,-2.5510464,.12187292
1977-01-01,51.282,01jan1977,.075,,7280,89928,2894,1977m1,1977q1,2894,.39175823,.041693758,.42041659,,-2.5902672,.082463704
1977-02-01,,01feb1977,.076,,7443,90342,3015,1977m2,1977q1,3015,.42039502,.041946769,.42041659,,-2.5770218,.095647961
1977-03-01,,01mar1977,.074,,7307,90808,2993,1977m3,1977q1,2993,.44655809,.042746264,.42041659,,-2.6036901,.069030285
1977-04-01,51.492,01apr1977,.072,,7059,91271,3015,1977m4,1977q2,3015,.41110638,.037980992,.42041659,,-2.6310892,.041777279
1977-05-01,,01may1977,.07,,6911,91754,2754,1977m5,1977q2,2754,.42179134,.043340459,.42041659,,-2.65926,.01383108
1977-06-01,,01jun1977,.072,,7134,91959,3138,1977m6,1977q2,3138,.44350997,.039948784,.42041659,,-2.6310892,.042287923
1977-07-01,52.032,01jul1977,.069,,6829,92084,2859,1977m7,1977q3,2859,.41001612,.039559577,.42041659,,-2.6736488,.000058436839
1977-08-01,,01aug1977,.07,,6925,92441,2896,1977m8,1977q3,2896,.44144404,.040020969,.42041659,,-2.65926,.014803889
1977-09-01,,01sep1977,.068,,6751,92702,2883,1977m9,1977q3,2883,.42527032,.0394984,.42041659,,-2.6882477,-.013818192
1977-10-01,51.365,01oct1977,.068,,6763,93052,2883,1977m10,1977q4,2883,.4246636,.03989407,.42041659,,-2.6882477,-.013461436
1977-11-01,,01nov1977,.068,,6815,93761,2924,1977m11,1977q4,2924,.46338958,.037883274,.42041659,,-2.6882477,-.013131099
1977-12-01,,01dec1977,.064,,6386,94105,2729,1977m12,1977q4,2729,.4260883,.038133059,.42041659,,-2.7488723,-.073469289
1978-01-01,51.389,01jan1978,.064,,6489,94384,2824,1978m1,1978q1,2824,.45230389,.037842862,.42041659,,-2.7488723,-.073244214
1978-02-01,,01feb1978,.063,,6318,94519,2764,1978m2,1978q1,2764,.45140868,.039229002,.42041659,,-2.7646205,-.088845573
1978-03-01,,01mar1978,.063,,6337,94755,2871,1978m3,1978q1,2871,.45873442,.037660237,.42041659,,-2.7646205,-.088793114
1978-04-01,52.405,01apr1978,.061,,6180,95394,2750,1978m4,1978q2,2750,.47297734,.039404456,.42041659,,-2.7968814,-.12111159
1978-05-01,,01may1978,.06,,6127,95769,2870,1978m5,1978q2,2870,.47119308,.038084228,.42041659,,-2.8134108,-.13782343
1978-06-01,,01jun1978,.059,,6028,96343,2788,1978m6,1978q2,2788,.46250829,.041437536,.42041659,,-2.8302178,-.15495194
1978-07-01,52.435,01jul1978,.062,,6309,96090,3069,1978m7,1978q3,3069,.489301,.039376408,.42041659,,-2.7806208,-.10582817
1978-08-01,,01aug1978,.059,,6080,96431,2858,1978m8,1978q3,2858,.4763158,.040032562,.42041659,,-2.8302178,-.15606198
1978-09-01,,01sep1978,.06,,6125,96670,2941,1978m9,1978q3,2941,.48391837,.038018659,.42041659,,-2.8134108,-.14006609
1978-10-01,52.777,01oct1978,.058,,5947,97133,2786,1978m10,1978q4,2786,.46628553,.038973168,.42041659,,-2.8473122,-.17496285
1978-11-01,,01nov1978,.059,,6077,97485,2903,1978m11,1978q4,2903,.46519664,.039807431,.42041659,,-2.8302178,-.1590565
1978-12-01,,01dec1978,.06,,6228,97581,2978,1978m12,1978q4,2978,.46724471,.037320867,.42041659,,-2.8134108,-.14363742
1979-01-01,52.297,01jan1979,.059,,6109,97948,2791,1979m1,1979q1,2791,.4640694,.038539942,.42041659,,-2.8302178,-.16203852
1979-02-01,,01feb1979,.059,,6173,98329,2899,1979m2,1979q1,2899,.47092175,.037817735,.42041659,,-2.8302178,-.16384345
1979-03-01,,01mar1979,.058,,6109,98480,2843,1979m3,1979q1,2843,.48747748,.039448626,.42041659,,-2.8473122,-.18295738
1979-04-01,52.2,01apr1979,.058,,6069,98103,2938,1979m4,1979q2,2938,.49464491,.037554208,.42041659,,-2.8473122,-.18519394
1979-05-01,,01may1979,.056,,5840,98331,2773,1979m5,1979q2,2773,.48424658,.039544959,.42041659,,-2.8824036,-.22273991
1979-06-01,,01jun1979,.057,,5959,98679,2947,1979m6,1979q2,2947,.4787716,.03850425,.42041659,,-2.8647039,-.20771234
1979-07-01,52.133,01jul1979,.057,,5996,99006,2890,1979m7,1979q3,2890,.49566376,.044259936,.42041659,,-2.8647039,-.21059991
1979-08-01,,01aug1979,.06,,6320,98776,3296,1979m8,1979q3,3296,.48670885,.039417475,.42041659,,-2.8134108,-.16240603
1979-09-01,,01sep1979,.059,,6190,99340,2946,1979m9,1979q3,2946,.47382876,.040089745,.42041659,,-2.8302178,-.18251866
1979-10-01,52.07,01oct1979,.06,,6296,99404,3039,1979m10,1979q4,3039,.49047014,.040385649,.42041659,,-2.8134108,-.16921678
1979-11-01,,01nov1979,.059,,6238,99574,3030,1979m11,1979q4,3030,.4690606,.039529849,.42041659,,-2.8302178,-.18972071
1979-12-01,,01dec1979,.06,,6325,99933,3013,1979m12,1979q4,3013,.45169961,.041557252,.42041659,,-2.8134108,-.17679274
1980-01-01,52.317,01jan1980,.063,,6683,99879,3215,1980m1,1980q1,3215,.46610802,.040912878,.42041659,,-2.7646205,-.13205311
1980-02-01,,01feb1980,.063,,6702,99995,3134,1980m2,1980q1,3134,.45807222,.040172502,.42041659,,-2.7646205,-.13626298
1980-03-01,,01mar1980,.063,,6729,99713,3097,1980m3,1980q1,3097,.4079358,.04250722,.42041659,,-2.7646205,-.14061897
1980-04-01,51.77,01apr1980,.069,,7358,99233,3374,1980m4,1980q2,3374,.42511553,.048041821,.42041659,,-2.6736488,-.054135095
1980-05-01,,01may1980,.075,,7984,98945,3754,1980m5,1980q2,3754,.41270041,.043411445,.42041659,,-2.5902672,.024642184
1980-06-01,,01jun1980,.076,,8098,98682,3409,1980m6,1980q2,3409,.39429489,.043646682,.42041659,,-2.5770218,.033182375
1980-07-01,51.975,01jul1980,.078,,8363,98796,3458,1980m7,1980q3,3458,.41815138,.043703519,.42041659,,-2.5510464,.054367457
1980-08-01,,01aug1980,.077,,8281,98824,3415,1980m8,1980q3,3415,.41178602,.040139236,.42041659,,-2.5639498,.036603697
1980-09-01,,01sep1980,.075,,8021,99077,3150,1980m9,1980q3,3150,.3950879,.040701874,.42041659,,-2.5902672,.0053709839
1980-10-01,52.502,01oct1980,.075,,8088,99317,3236,1980m10,1980q4,3236,.39700791,.03952153,.42041659,,-2.5902672,.00041518244
1980-11-01,,01nov1980,.075,,8023,99545,3146,1980m11,1980q4,3146,.4240309,.039482445,.42041659,,-2.5902672,-.0045665088
1980-12-01,,01dec1980,.072,,7718,99634,3097,1980m12,1980q4,3097,.3841669,.041219462,.42041659,,-2.6310892,-.050381564
1981-01-01,53.31,01jan1981,.075,,8071,99955,3318,1981m1,1981q1,3318,.40973857,.041357726,.42041659,,-2.5902672,-.01454931
1981-02-01,,01feb1981,.074,,8051,100191,3287,1981m2,1981q1,3287,.42193517,.042097837,.42041659,,-2.6036901,-.032943819
1981-03-01,,01mar1981,.074,,7982,100571,3328,1981m3,1981q1,3328,.41317967,.039915256,.42041659,,-2.6036901,-.037882041
1981-04-01,52.622,01apr1981,.072,,7869,101056,3185,1981m4,1981q2,3185,.39445928,.042021696,.42041659,,-2.6310892,-.070170663
1981-05-01,,01may1981,.075,,8174,101048,3409,1981m5,1981q2,3409,.41791046,.041784737,.42041659,,-2.5902672,-.034173887
1981-06-01,,01jun1981,.075,,8098,100298,3340,1981m6,1981q2,3340,.43739194,.042200916,.42041659,,-2.5902672,-.038918659
1981-07-01,53.117,01jul1981,.072,,7863,100693,3307,1981m7,1981q3,3307,.40022892,.041220281,.42041659,,-2.6310892,-.084388539
1981-08-01,,01aug1981,.074,,8036,100689,3320,1981m8,1981q3,3320,.41052762,.043650936,.42041659,,-2.6036901,-.061523665
1981-09-01,,01sep1981,.076,,8230,100064,3493,1981m9,1981q3,3493,.39368165,.045491129,.42041659,,-2.5770218,-.039258488
1981-10-01,52.559,01oct1981,.079,,8646,100378,3656,1981m10,1981q4,3656,.39659959,.04736989,.42041659,,-2.5383074,-.0047982824
1981-11-01,,01nov1981,.083,,9029,100207,3812,1981m11,1981q4,3812,.41100898,.049601823,.42041659,,-2.4889147,.040507309
1981-12-01,,01dec1981,.085,,9267,99645,3949,1981m12,1981q4,3949,.40940973,.049515955,.42041659,,-2.4651041,.060416128
1982-01-01,52.303,01jan1982,.086,,9397,99692,3924,1982m1,1982q1,3924,.37245929,.046939101,.42041659,,-2.453408,.068413623
1982-02-01,,01feb1982,.089,,9705,99762,3808,1982m2,1982q1,3808,.38186502,.048269082,.42041659,,-2.4191189,.099224769
1982-03-01,,01mar1982,.09,,9895,99672,3896,1982m3,1982q1,3896,.36402223,.048460338,.42041659,,-2.4079456,.10715757
1982-04-01,52.314,01apr1982,.093,,10244,99576,3951,1982m4,1982q2,3951,.37036315,.047882356,.42041659,,-2.3751557,.13696073
1982-05-01,,01may1982,.094,,10335,100116,3885,1982m5,1982q2,3885,.32926947,.04311673,.42041659,,-2.3644605,.14493814
1982-06-01,,01jun1982,.096,,10538,99543,3606,1982m6,1982q2,3606,.34332889,.047650229,.42041659,,-2.3434072,.16355687
1982-07-01,52.405,01jul1982,.098,,10849,99493,3929,1982m7,1982q3,3929,.35606968,.047627911,.42041659,,-2.3227878,.18203805
1982-08-01,,01aug1982,.098,,10881,99633,3895,1982m8,1982q3,3895,.33360904,.047775209,.42041659,,-2.3227878,.18020806
1982-09-01,,01sep1982,.101,,11217,99504,3966,1982m9,1982q3,3966,.31746456,.046267148,.42041659,,-2.2926347,.2088498
1982-10-01,52.844,01oct1982,.104,,11529,99215,3873,1982m10,1982q4,3873,.30922022,.047379829,.42041659,,-2.2633643,.2369367
1982-11-01,,01nov1982,.108,,11938,99112,3974,1982m11,1982q4,3974,.3204892,.047326777,.42041659,,-2.2256241,.27382866
1982-12-01,,01dec1982,.108,,12051,99032,3939,1982m12,1982q4,3939,.34611237,.044618707,.42041659,,-2.2256241,.27332127
1983-01-01,53.532,01jan1983,.104,,11534,99161,3654,1983m1,1983q1,3654,.32131091,.044659246,.42041659,,-2.2633643,.23541802
1983-02-01,,01feb1983,.104,,11545,99089,3717,1983m2,1983q1,3717,.31520137,.041953932,.42041659,,-2.2633643,.23560084
1983-03-01,,01mar1983,.103,,11408,99179,3502,1983m3,1983q1,3502,.32249299,.042542841,.42041659,,-2.2730262,.22646716
1983-04-01,54.692,01apr1983,.102,,11268,99560,3539,1983m4,1983q2,3539,.32348242,.042309191,.42041659,,-2.2827826,.21758227
1983-05-01,,01may1983,.101,,11154,99642,3531,1983m5,1983q2,3531,.32221624,.044096783,.42041659,,-2.2926347,.20894076
1983-06-01,,01jun1983,.101,,11246,100633,3686,1983m6,1983q2,3686,.36964253,.042165503,.42041659,,-2.2926347,.210485
1983-07-01,54.944,01jul1983,.094,,10548,101208,3459,1983m7,1983q3,3459,.33722034,.043164458,.42041659,,-2.3644605,.14052981
1983-08-01,,01aug1983,.095,,10623,101608,3632,1983m8,1983q3,3632,.38680223,.045975383,.42041659,,-2.3538785,.15329979
1983-09-01,,01sep1983,.092,,10282,102016,3768,1983m9,1983q3,3768,.37794203,.042193465,.42041659,,-2.3859668,.123707
1983-10-01,55.24,01oct1983,.088,,9887,102039,3491,1983m10,1983q4,3491,.37776878,.040439591,.42041659,,-2.4304185,.082047097
1983-11-01,,01nov1983,.085,,9499,102729,3347,1983m11,1983q4,3347,.38140857,.041557342,.42041659,,-2.4651041,.050437517
1983-12-01,,01dec1983,.083,,9331,102996,3455,1983m12,1983q4,3455,.38924018,.039891064,.42041659,,-2.4889147,.029974414
1984-01-01,55.451,01jan1984,.08,,9008,103201,3309,1984m1,1984q1,3309,.39342806,.040132731,.42041659,,-2.5257287,-.0032336784
1984-02-01,,01feb1984,.078,,8791,103824,3327,1984m2,1984q1,3327,.38448414,.039766453,.42041659,,-2.5510464,-.024700463
1984-03-01,,01mar1984,.078,,8746,103967,3335,1984m3,1984q1,3335,.38257489,.039986003,.42041659,,-2.5510464,-.020617908
